listing_type,state_code,property_type,address,suburb_name,postcode,bedrooms,list_date
sale,WA,residential land,"Lot 4, Natures Crossing",Southern River,6110,0,20/2/2023
sale,WA,unit,12/4 Murray Road,Cable Beach,6726,2,20/2/2023
sale,WA,house,Address available on request,Piara Waters,6112,4,20/2/2023
sale,WA,house,120 Brazier Road,Yanchep,6035,5,20/2/2023
sale,WA,house,66 Fouracre Street,Waroona,6215,4,20/2/2023
sale,WA,house,Address available on request,Piara Waters,6112,4,20/2/2023
sale,WA,house,9 Caspian Terrace,Canning Vale,6155,3,20/2/2023
sale,WA,residential land,"Lot 183, Tobin Road",Forrestdale,6112,0,20/2/2023
sale,WA,house,2/25 Cardinal Crescent,West Busselton,6280,3,20/2/2023
sale,WA,house,87 Riseley Street,Ardross,6153,3,20/2/2023
sale,WA,house,Address available on request,Piara Waters,6112,4,20/2/2023
sale,WA,house,25 George Street,Rockingham,6168,4,20/2/2023
sale,WA,house,5 Sheldon Way,Hocking,6065,4,20/2/2023
sale,WA,residential land,6A Cameron Street,Quinns Rocks,6030,0,20/2/2023
sale,WA,house,84 Kara Estate,Treeby,6164,4,20/2/2023
sale,WA,house,Lot 881 Rippon Loop,Hammond Park,6164,4,20/2/2023
sale,WA,house,20 Coral Street,South Bunbury,6230,3,20/2/2023
sale,WA,apartment,7/6 Albion Street,East Cannington,6107,2,20/2/2023
sale,WA,house,13 Burgess Street,Hamersley,6022,4,20/2/2023
sale,WA,house,7 Stocker Court,Craigie,6025,4,20/2/2023
sale,WA,house,32 Spencer Street,Albany,6330,6,20/2/2023
sale,WA,unit,7/75 Glendower St,Perth,6000,1,20/2/2023
sale,WA,house,41a Delambre Drive,Nickol,6714,4,20/2/2023
sale,WA,house,81 Valentine Avenue,Dianella,6059,4,20/2/2023
sale,WA,house,19/12 Loder Way,South Guildford,6055,3,20/2/2023
sale,WA,duplex/semi-detached,4A Geneff Street,Innaloo,6018,3,20/2/2023
sale,WA,house,Address available on request,Maddington,6109,3,20/2/2023
sale,WA,house,28C Donar Street,Innaloo,6018,3,20/2/2023
sale,WA,house,123 Ellen Stirling Parade,Ellenbrook,6069,3,20/2/2023
sale,WA,house,4/12 Greylock Meander,Madeley,6065,3,20/2/2023
sale,WA,house,27 Portman Parade,Baldivis,6171,4,20/2/2023
sale,WA,house,32 Argonaut Avenue,Waikiki,6169,4,20/2/2023
sale,WA,apartment,10/3 Cleaver Terrace,Rivervale,6103,2,20/2/2023
sale,WA,house,3 Bowville Place,Yanchep,6035,4,20/2/2023
sale,WA,house,15B Almurta Street,Nollamara,6061,3,20/2/2023
sale,WA,house,2653 Andorra Way,Alkimos,6038,4,20/2/2023
sale,WA,house,17 Wanill Street,Dawesville,6211,4,20/2/2023
sale,WA,house,119 Laterite Grove,Bellevue,6056,4,20/2/2023
sale,WA,house,2652 Andorra Way,Alkimos,6038,4,20/2/2023
sale,WA,house,2156 Althorpe Grove,Eglinton,6034,4,20/2/2023
sale,WA,house,2156 Althorpe Grove,Eglinton,6034,4,20/2/2023
sale,WA,apartment,2/36 Banksia Terrace,Kensington,6151,3,20/2/2023
sale,WA,house,18 Kenton Way,Rockingham,6168,3,20/2/2023
sale,WA,house,Lot 253 Corston Circuit,Australind,6233,4,20/2/2023
sale,WA,house,29 Southern Cross Circle,Ocean Reef,6027,5,20/2/2023
sale,WA,townhouse,6/15 Boundary Road,Mosman Park,6012,3,20/2/2023
sale,WA,house,77A Hamilton Street,Bassendean,6054,4,20/2/2023
sale,WA,house,5 Bullfinch Street,Huntingdale,6110,3,20/2/2023
sale,WA,house,156 Clews Road,Cowaramup,6284,3,20/2/2023
sale,WA,house,Address available on request,Piara Waters,6112,4,20/2/2023
sale,WA,unit,1 (Lot 1)/9 Kedron Place,Greenfields,6210,4,20/2/2023
sale,WA,house,27 Wedgetail Retreat,Halls Head,6210,4,20/2/2023
sale,WA,house,12 Upwey Street,Wellard,6170,5,20/2/2023
sale,WA,house,1/135 ORMSBY TERRACE,Silver Sands,6210,3,20/2/2023
sale,WA,house,6 Laila Turn,Madeley,6065,4,20/2/2023
sale,WA,house,Lot 79 Strickland Parade,Eglinton,6034,3,20/2/2023
sale,WA,house,159a Celebration Street,Beckenham,6107,4,20/2/2023
sale,WA,house,2 Cantua Way (off Palm Terrace),Forrestfield,6058,3,20/2/2023
sale,WA,house,53 Bushside Drive,Aveley,6069,4,20/2/2023
sale,WA,residential land,"Lot 45, EUCALYPTUS WAY",Yalyalup,6280,0,20/2/2023
sale,WA,residential land,"Lot 7, Natures Crossing",Southern River,6110,0,20/2/2023
sale,WA,residential land,"Lot 128, Natures Crossing",Southern River,6110,0,20/2/2023
sale,WA,house,11 Newark Way,Secret Harbour,6173,5,20/2/2023
sale,WA,house,Lot 567 Yellowtail Drive,Busselton,6280,4,20/2/2023
sale,WA,house,17 Amphion View,Ravenswood,6208,4,20/2/2023
sale,WA,villa,2-26 Pelusey Way,Nickol,6714,2,20/2/2023
sale,WA,house,2 Clematis Lane,Glen Iris,6230,3,20/2/2023
sale,WA,house,328 Warwick Road,Warwick,6024,3,20/2/2023
sale,WA,residential land,"Lot 19, EUCALYPTUS WAY",Yalyalup,6280,0,20/2/2023
sale,WA,house,Lot 290 Fenn Court,Australind,6233,4,20/2/2023
sale,WA,house,216 Minninup Road,Withers,6230,3,20/2/2023
sale,WA,house,74 Vincent Basin,Beverley,6304,3,20/2/2023
sale,WA,house,187 Braidwood Drive,Australind,6233,7,20/2/2023
sale,WA,house,85 St Kilda Road,Rivervale,6103,3,20/2/2023
sale,WA,house,Lot 21 Eucalyptus Way,Yalyalup,6280,4,20/2/2023
sale,WA,house,22 Waterlily Drive,Stratton,6056,3,20/2/2023
sale,WA,residential land,51 College Road,Claremont,6010,0,20/2/2023
sale,WA,house,14 Shirley Road,Walliston,6076,5,20/2/2023
sale,WA,house,9 Horseshoe Court,Kelmscott,6111,4,20/2/2023
sale,WA,house,85/22 St George's Terrace,Perth,6000,2,20/2/2023
sale,WA,villa,3/33 Paddington Court,Bibra Lake,6163,3,20/2/2023
sale,WA,house,Lot 18 Eucalyptus Way,Yalyalup,6280,3,20/2/2023
sale,WA,house,Address available on request,Riverton,6148,4,20/2/2023
sale,WA,house,61 Mckail Street,Orana,6330,3,20/2/2023
sale,WA,villa,10B Shaw Road,Innaloo,6018,3,20/2/2023
sale,WA,apartment,45/6 Walsh Loop,Joondalup,6027,2,20/2/2023
sale,WA,villa,10/1173 Albany Highway,Bentley,6102,2,20/2/2023
sale,WA,apartment,10/15 Hertha Road,Innaloo,6018,1,20/2/2023
sale,WA,unit,2/4 Page Avenue,Bentley,6102,3,20/2/2023
sale,WA,house,30 Changton Way,Westminster,6061,3,20/2/2023
sale,WA,house,Lot 154 Tukidale Street,Eaton,6232,4,20/2/2023
sale,WA,house,1/1-3 Sherbrooke Heights,Noranda,6062,3,20/2/2023
sale,WA,house,108 Landbeach Boulevard,Butler,6036,4,20/2/2023
sale,WA,villa,4/223 Shaftesbury Avenue,Bedford,6052,3,20/2/2023
sale,WA,house,55 Norseman Approach,Baldivis,6171,3,20/2/2023
sale,WA,house,55 Dowitcher Loop,Gosnells,6110,3,20/2/2023
sale,WA,residential land,"Lot 608, Gawler Lane",Whitby,6123,0,20/2/2023
sale,WA,house,11 Alicia Gardens,Ballajura,6066,4,20/2/2023
sale,WA,house,29 Mustang Loop,Eaton,6232,4,20/2/2023
sale,WA,house,13 Murdoch Road,Thornlie,6108,3,20/2/2023
sale,WA,house,15 Rickleton Avenue,Butler,6036,3,20/2/2023
sale,WA,house,120 St Andrews Drive,Yanchep,6035,4,20/2/2023
sale,WA,mixed farming,225 PIMELEA ROAD,Channybearup,6260,4,20/2/2023
sale,WA,unit,Studio/99 Robinson Street,Broome,6725,1,20/2/2023
sale,WA,residential land,Lot 6/62 Country Road,Pinjarra,6208,0,20/2/2023
sale,WA,house,6 Nullarbor Avenue,Yanchep,6035,3,20/2/2023
sale,WA,house,27 Lewington Street,Rockingham,6168,4,20/2/2023
sale,WA,lifestyle,1104 Millinup Road,Porongurup,6324,0,20/2/2023
sale,WA,house,9 Carman Way,Bassendean,6054,4,20/2/2023
sale,WA,house,19 Narik Grove,Chittering,6084,4,20/2/2023
sale,WA,house,Lot 22 Eucalyptus Way,Yalyalup,6280,4,20/2/2023
sale,WA,apartment,34/190 Hay Street,East Perth,6004,1,20/2/2023
sale,WA,house,8 Curtin View,Aubin Grove,6164,3,20/2/2023
sale,WA,house,62 Castellon Crescent,Coogee,6166,4,20/2/2023
sale,WA,house,5 Nymans Court,Erskine,6210,4,20/2/2023
sale,WA,townhouse,10/10 Kimberley Street,West Leederville,6007,3,20/2/2023
sale,WA,house,8 Rason Court,Seville Grove,6112,4,20/2/2023
sale,WA,house,10 Nattai Court,Armadale,6112,3,20/2/2023
sale,WA,house,23A Mitchell Heights,Dongara,6525,4,20/2/2023
sale,WA,residential land,10 Agnew Street,Dawesville,6211,0,20/2/2023
sale,WA,house,10 Booth Place,Bellevue,6056,5,20/2/2023
sale,WA,residential land,151 Two Rocks Road,Two Rocks,6037,0,20/2/2023
sale,WA,house,2 Gilbert Place,Willagee,6156,4,20/2/2023
sale,WA,house,1/25 Abercorn Road,Forrestfield,6058,3,20/2/2023
sale,WA,house,3 Coralgum Court,Morley,6062,3,20/2/2023
sale,WA,house,15 Agasse Way,Tapping,6065,4,20/2/2023
sale,WA,house,11 Hill Street,Corrigin,6375,2,20/2/2023
sale,WA,townhouse,13/77 Second Avenue,Mount Lawley,6050,2,20/2/2023
sale,WA,house,15 Naturaliste Grove,Ballajura,6066,3,20/2/2023
sale,WA,house,Lot 57 Binningup terrrace,Eglinton,6034,4,20/2/2023
sale,WA,residential land,"Lot 895, Barr Way",Two Rocks,6037,0,20/2/2023
sale,WA,apartment,1/33 Cooper Street,Mandurah,6210,2,20/2/2023
sale,WA,house,9 Jasper Road,Australind,6233,4,20/2/2023
sale,WA,residential land,320 Estuary Road,Dawesville,6211,0,20/2/2023
sale,WA,house,7 Whimbrel Crescent,Coodanup,6210,3,20/2/2023
sale,WA,house,22 Cogita Avenue,Baldivis,6171,4,20/2/2023
sale,WA,house,75A Brede Street,Geraldton,6530,3,20/2/2023
sale,WA,house,1 Bessant Court,Camillo,6111,4,20/2/2023
sale,WA,house,42 Kookerbrook Street,Dudley Park,6210,4,20/2/2023
sale,WA,residential land,14 Warma Way,South Yunderup,6208,0,20/2/2023
sale,WA,residential land,"Lot 463, Hobbs Road",Kendenup,6323,0,20/2/2023
sale,WA,residential land,"Lot 228, Butterfly Street",Two Rocks,6037,0,20/2/2023
sale,WA,house,16 Wallsend Street,Collie,6225,4,20/2/2023
sale,WA,house,49 Ecclestone Street,Carey Park,6230,3,20/2/2023
sale,WA,house,54 Prinsep Street,Norseman,6443,3,20/2/2023
sale,WA,house,9 Glass Street,Kalbarri,6536,6,20/2/2023
sale,WA,house,36 Seaview Boulevard,Wandina,6530,3,20/2/2023
sale,WA,house,14 Redgum Avenue,Bellevue,6056,3,20/2/2023
sale,WA,house,Address available on request,Piara Waters,6112,4,20/2/2023
sale,WA,house,9B Starling Ramble,South Yunderup,6208,3,20/2/2023
sale,WA,apartment,16/59 Rockingham Beach Road,Rockingham,6168,3,20/2/2023
sale,WA,house,41 Whale Bay Drive,Hopetoun,6348,4,20/2/2023
sale,WA,duplex/semi-detached,1/30 Sutton Street,Mandurah,6210,2,20/2/2023
sale,WA,house,6 Criollo Parade,Baldivis,6171,4,20/2/2023
sale,WA,house,82 Ullapool Road,Mount Pleasant,6153,4,20/2/2023
sale,WA,house,15 Badham Way,Ellenbrook,6069,4,20/2/2023
sale,WA,house,1 Barron Turn,South Yunderup,6208,4,20/2/2023
sale,WA,house,4 Bray Place,Broome,6725,4,20/2/2023
sale,WA,house,26 Marapana Road,City Beach,6015,4,20/2/2023
sale,WA,house,Address available on request,Dayton,6055,4,20/2/2023
sale,WA,house,40 Moorings Loop,Sunset Beach,6530,4,20/2/2023
sale,WA,house,Lot 129 Hartz Way,Wandi,6167,4,20/2/2023
sale,WA,house,10A Koorooda Road,Nollamara,6061,3,20/2/2023
sale,WA,house,39 Alexander Road,Rivervale,6103,4,20/2/2023
sale,WA,house,29 Calista Avenue,Calista,6167,3,20/2/2023
sale,WA,house,14 Rene Road,Dalkeith,6009,5,20/2/2023
sale,WA,house,7 Ti-tree Crt,Kambalda West,6442,4,20/2/2023
sale,WA,house,48 TBA,Lynwood,6147,3,20/2/2023
sale,WA,house,TBA TBA,Lynwood,6147,3,20/2/2023
sale,WA,apartment,17/2 Bremer Promenade,East Perth,6004,1,20/2/2023
sale,WA,apartment,310/334 Cambridge Street,Wembley,6014,2,20/2/2023
sale,WA,house,10 Spinnaker Heights,Yangebup,6164,5,20/2/2023
sale,WA,house,61 Spencer Street,Bridgetown,6255,3,20/2/2023
sale,WA,house,143 Topiary Street,Lakelands,6180,4,20/2/2023
sale,WA,house,6 Thistle Loop,Nickol,6714,4,20/2/2023
sale,WA,apartment,1505/4 Seddon Street,Subiaco,6008,3,20/2/2023
sale,WA,house,5 Towera Road,North Yunderup,6208,4,20/2/2023
sale,WA,house,121 Langwood Way,Lakelands,6180,4,20/2/2023
sale,WA,unit,59/7 Panorama Drive,Preston Beach,6215,2,20/2/2023
sale,WA,house,35 Woodstock Street,Mount Hawthorn,6016,4,20/2/2023
sale,WA,house,5 Rhone Way,Piara Waters,6112,4,20/2/2023
sale,WA,villa,2/40 Evelyn Street,Gosnells,6110,3,20/2/2023
sale,WA,house,49 Victoria Street,West Perth,6005,3,20/2/2023
sale,WA,house,109A Sevenoaks Street,Bentley,6102,3,21/2/2023
sale,WA,house,8 Airdrie Corner,Kinross,6028,4,21/2/2023
sale,WA,house,Lot 418 Lazenby Drive,Byford,6122,4,21/2/2023
sale,WA,house,1228 Regency Ave,Baldivis,6171,4,21/2/2023
sale,WA,house,105 Osborne Street,Tuart Hill,6060,4,21/2/2023
sale,WA,house,Address available on request,Waikiki,6169,4,21/2/2023
sale,WA,house,"25  Donaldson Street,",Queens Park,6107,4,21/2/2023
sale,WA,residential land,23 Achilles Loop,Iluka,6028,0,21/2/2023
sale,WA,residential land,39 Sail Boulevard,Sunset Beach,6530,0,21/2/2023
sale,WA,house,66 Woodward Street,Coolgardie,6429,3,21/2/2023
sale,WA,house,27 Calderstone Rise,Landsdale,6065,8,21/2/2023
sale,WA,house,891 /Lot 891 Barr Way,Two Rocks,6037,5,21/2/2023
sale,WA,house,12 Janitor Street,Broomehill,6318,4,21/2/2023
sale,WA,house,Lot 16 Jasper Way,Dayton,6055,4,21/2/2023
sale,WA,residential land,"Lot 2, 7 Lovegrove Way",Morley,6062,0,21/2/2023
sale,WA,house,24/4 Murray Road,Cable Beach,6726,2,21/2/2023
sale,WA,house,46 Rothschild Loop,Baynton,6714,4,21/2/2023
sale,WA,house,"1, 2 & 3/Lot 227 Plumosa Avenue",Beeliar,6164,2,21/2/2023
sale,WA,house,Address available on request,Doubleview,6018,4,21/2/2023
sale,WA,house,4 Ives Close,Samson,6163,3,21/2/2023
sale,WA,residential land,31 Peninsula Lakes Drive,Eaton,6232,0,21/2/2023
sale,WA,house,Lot 456 Laufer Avenue,Hilbert,6112,3,21/2/2023
sale,WA,house,Address available on request,Doubleview,6018,3,21/2/2023
sale,WA,house,65 Delta Drive,South Yunderup,6208,3,21/2/2023
sale,WA,unit,19A Pola Street,Dianella,6059,2,21/2/2023
sale,WA,apartment,3/11 The Avenue,Crawley,6009,3,21/2/2023
sale,WA,residential land,"Lot 12, 24 Gedling Close",Parkwood,6147,0,21/2/2023
sale,WA,residential land,25A Claremont Crescent,Claremont,6010,0,21/2/2023
sale,WA,house,5/57 Ponte Vecchio Boulevard,Ellenbrook,6069,2,21/2/2023
sale,WA,house,10 St George Street,Bakers Hill,6562,3,21/2/2023
sale,WA,house,8 Hewitt Link,Harrisdale,6112,4,21/2/2023
sale,WA,house,7 Rathmines Place,Coodanup,6210,3,21/2/2023
sale,WA,apartment,1/67 McCallum Lane,Victoria Park,6100,2,21/2/2023
sale,WA,house,164A Balga Avenue,Balga,6061,3,21/2/2023
sale,WA,apartment,9/15 Pallet Avenue,Spearwood,6163,1,21/2/2023
sale,WA,house,5 Sonego Avenue,Kelmscott,6111,3,21/2/2023
sale,WA,house,Address available on request,Doubleview,6018,5,21/2/2023
sale,WA,house,Lot 138 Jurien Bay Vista,Jurien Bay,6516,3,21/2/2023
sale,WA,house,6/56 Catalina Drive,Lakelands,6180,4,21/2/2023
sale,WA,house,2 Lower Keys Drive,Clarkson,6030,4,21/2/2023
sale,WA,house,17 Haven Place,Thornlie,6108,4,21/2/2023
sale,WA,house,14 MARGINATA GATE,Baldivis,6171,4,21/2/2023
sale,WA,house,Address available on request,Southern River,6110,4,21/2/2023
sale,WA,house,42 Jamison Grove,Wellard,6170,4,21/2/2023
sale,WA,house,9 Caspar Road,Madora Bay,6210,3,21/2/2023
sale,WA,house,16 Stamford Crescent,Secret Harbour,6173,3,21/2/2023
sale,WA,apartment,8/23 Adelaide Street,Fremantle,6160,1,21/2/2023
sale,WA,house,1715 Ipanema Street,Burns Beach,6028,4,21/2/2023
sale,WA,house,7 Sheoak Grove,Jurien Bay,6516,4,21/2/2023
sale,WA,house,43 Clancy Street,Boulder,6432,4,21/2/2023
sale,WA,residential land,72 Piesse Street,Yelbeni,6487,0,21/2/2023
sale,WA,townhouse,A/7 Price Street,Fremantle,6160,2,21/2/2023
sale,WA,house,Address available on request,Darch,6065,5,21/2/2023
sale,WA,house,11 Nyanda Place,South Hedland,6722,3,21/2/2023
sale,WA,duplex-semi-detached,4/4 Davenport Way,Withers,6230,1,21/2/2023
sale,WA,apartment,17/20 The Crescent,Midland,6056,3,21/2/2023
sale,WA,apartment,102/4 Colleran Way,Booragoon,6154,1,21/2/2023
sale,WA,unit,6/95 Clarke Street,South Bunbury,6230,3,21/2/2023
sale,WA,house,Address available on request,Coolbellup,6163,3,21/2/2023
sale,WA,house,11 Ashdown Way,Hilbert,6112,3,21/2/2023
sale,WA,house,Address available on request,Gosnells,6110,3,21/2/2023
sale,WA,house,Address available on request,Armadale,6112,3,21/2/2023
sale,WA,house,Address available on request,Maddington,6109,3,21/2/2023
sale,WA,house,Address available on request,Helena Valley,6056,3,21/2/2023
sale,WA,house,2390 Lilydale Road,Chidlow,6556,4,21/2/2023
sale,WA,house,42 Swan Avenue,Millbridge,6232,4,21/2/2023
sale,WA,house,18 Hazewinkel Gardens,Champion Lakes,6111,3,21/2/2023
sale,WA,house,Address available on request,Thornlie,6108,3,21/2/2023
sale,WA,house,Address available on request,Karnup,6176,4,21/2/2023
sale,WA,house,Address available on request,Southern River,6110,3,21/2/2023
sale,WA,house,LOT 60 Tuckeroo Parade,Helena Valley,6056,4,21/2/2023
sale,WA,house,Address available on request,Pearsall,6065,3,21/2/2023
sale,WA,townhouse,26/1 Cameron Street,Langford,6147,3,21/2/2023
sale,WA,house,Address available on request,Secret Harbour,6173,3,21/2/2023
sale,WA,residential land,21 Lanyard Outlook,Jindalee,6036,0,21/2/2023
sale,WA,house,Address available on request,Treeby,6164,3,21/2/2023
sale,WA,house,8 Marine Terrace,Little Grove,6330,3,21/2/2023
sale,WA,residential land,24 Cruizer Loop,Success,6164,0,21/2/2023
sale,WA,house,23 Baseden Way,Nickol,6714,3,21/2/2023
sale,WA,house,271 Landsdale Road,Landsdale,6065,4,21/2/2023
sale,WA,house,228A Grand Promenade,Bedford,6052,3,21/2/2023
sale,WA,house,19 TBC Honey Grove Estate,Anketell,6167,3,21/2/2023
sale,WA,house,16 Hansard Street,Narrogin,6312,4,21/2/2023
sale,WA,house,16 Dart Street,Boulder,6432,5,21/2/2023
sale,WA,house,30 Newgrange Loop,Wellard,6170,4,21/2/2023
sale,WA,house,2 Widdicombe Street,Melville,6156,5,21/2/2023
sale,WA,unit,8/1 Livistona Street,Derby,6728,2,21/2/2023
sale,WA,house,7 Lugano Edge,Binningup,6233,4,21/2/2023
sale,WA,house,Lot 961 Balfour Street,Southern River,6110,4,21/2/2023
sale,WA,house,892 Barr Way,Two Rocks,6037,4,21/2/2023
sale,WA,house,7 Branchton Loop,Baldivis,6171,4,21/2/2023
sale,WA,house,44 Lakeside Drive,Mckail,6330,4,21/2/2023
sale,WA,house,Lot 241 Gibberd Street (Baldivis Grove),Baldivis,6171,4,21/2/2023
sale,WA,house,14 Collins Road,Willetton,6155,3,21/2/2023
sale,WA,unit,7/29 Tenth Avenue,Maylands,6051,2,21/2/2023
sale,WA,house,79 Orelia Avenue,Orelia,6167,3,21/2/2023
sale,WA,house,Lot 1915 Arno Way,Golden Bay,6174,4,21/2/2023
sale,WA,house,19 Calbourne Way,Kingsley,6026,3,21/2/2023
sale,WA,house,43 Bombay Entrance,Stratton,6056,4,21/2/2023
sale,WA,house,Address available on request,Rivervale,6103,4,21/2/2023
sale,WA,townhouse,3/15 Sexty Street,Armadale,6112,2,21/2/2023
sale,WA,house,Lot 187 Ashcombe Parkway (Baldivis Grove),Baldivis,6171,3,21/2/2023
sale,WA,apartment,E1/161 Colin Street,West Perth,6005,2,21/2/2023
sale,WA,residential land,Address available on request,Applecross,6153,0,21/2/2023
sale,WA,house,38 Dallington Crescent,Balga,6061,4,21/2/2023
sale,WA,unit,3 Portree Elbow,Kalbarri,6536,2,21/2/2023
sale,WA,house,4 Christie Court,Yangebup,6164,3,21/2/2023
sale,WA,house,1 Cilantro Parkway,Seville Grove,6112,4,21/2/2023
sale,WA,house,1/2 Grange Court,Halls Head,6210,3,21/2/2023
sale,WA,house,20 Ansellia Loop,Canning Vale,6155,4,21/2/2023
sale,WA,house,Lot 1303 Popran Street (Baldivis Parks),Baldivis,6171,3,21/2/2023
sale,WA,house,15 Palin Street,Palmyra,6157,3,21/2/2023
sale,WA,house,1 Winton Street,Carey Park,6230,3,21/2/2023
sale,WA,unitblock,247 LOFTUS STREET,Mount Hawthorn,6016,9,21/2/2023
sale,WA,residential land,12 Imperial Ridge,Chittering,6084,0,21/2/2023
sale,WA,house,Lot 830 Paparone Road (Baldivis Parks),Baldivis,6171,3,21/2/2023
sale,WA,house,13 Angelo Street,Armadale,6112,4,21/2/2023
sale,WA,apartment,36/474 Murray Street,Perth,6000,2,21/2/2023
sale,WA,house,Address available on request,Darch,6065,4,21/2/2023
sale,WA,house,Address available on request,Darch,6065,4,21/2/2023
sale,WA,house,35 Geographe Bay Pass,Secret Harbour,6173,4,21/2/2023
sale,WA,house,21 Heron Place,South Yunderup,6208,4,21/2/2023
sale,WA,house,21 Uligugalup Road,Yalyalup,6280,6,21/2/2023
sale,WA,apartment,5/28 Nautilus Crescent,Scarborough,6019,2,21/2/2023
sale,WA,house,Address available on request,Henley Brook,6055,4,21/2/2023
sale,WA,house,21 Fairport Vista,Mindarie,6030,4,21/2/2023
sale,WA,house,121 Ensign Street,Narrogin,6312,3,21/2/2023
sale,WA,house,19B Forward Street,Mandurah,6210,3,21/2/2023
sale,WA,house,80  Kooyong Road,Rivervale,6103,4,21/2/2023
sale,WA,unit,2/11 Heytesbury Road,Subiaco,6008,3,21/2/2023
sale,WA,house,5 Roydon Way,Girrawheen,6064,4,21/2/2023
sale,WA,residential land,"22A, B & C Rodda Street",Morley,6062,0,21/2/2023
sale,WA,house,Lot 1072 Munglinup Road,Hilbert,6112,4,21/2/2023
sale,WA,house,1 Coran Place,Camillo,6111,3,21/2/2023
sale,WA,house,24 Ecclestone Street,Carey Park,6230,3,21/2/2023
sale,WA,house,18B Albourne Way,Balga,6061,3,21/2/2023
sale,WA,townhouse,3/233 Charles Street,North Perth,6006,3,21/2/2023
sale,WA,house,715 Nash Lane,Ravenswood,6208,4,21/2/2023
sale,WA,apartment,36/375 Hay St,Perth,6000,1,21/2/2023
sale,WA,house,63 Missingham Avenue,Alkimos,6038,4,21/2/2023
sale,WA,house,40 Mann Street,Cottesloe,6011,4,21/2/2023
sale,WA,house,405 Montclair Crescent,Success,6164,4,21/2/2023
sale,WA,house,5 Barcelona Terrace,Hocking,6065,4,21/2/2023
sale,WA,house,24 Marginata Place,Wanneroo,6065,6,21/2/2023
sale,WA,house,17 Grimsby Link,Balga,6061,3,21/2/2023
sale,WA,house,13 Jennerae Bend,Halls Head,6210,4,21/2/2023
sale,WA,house,21 Eremophila Street,Sinagra,6065,4,21/2/2023
sale,WA,house,Lot 211 Linacre Road,Bullsbrook,6084,4,21/2/2023
sale,WA,cropping,. Walkers - Highbury East Road,Highbury,6313,0,21/2/2023
sale,WA,unit,3/15 Carter Street,Rangeway,6530,2,21/2/2023
sale,WA,house,64 Winton St,Carey Park,6230,2,21/2/2023
sale,WA,house,99 Canna Drive,Canning Vale,6155,4,21/2/2023
sale,WA,house,605 Gawler Lane,Whitby,6123,4,21/2/2023
sale,WA,house,97 Murray River Drive,South Yunderup,6208,4,21/2/2023
sale,WA,house,50 Bickley Crescent,Manning,6152,4,21/2/2023
sale,WA,house,22 Retchford Way,Queens Park,6107,4,21/2/2023
sale,WA,house,16 Camballin Loop,Bertram,6167,3,21/2/2023
sale,WA,house,35D Honister Close,Balga,6061,3,21/2/2023
sale,WA,acreage-semi-rural,87 Padbury Road,Dardanup West,6236,4,21/2/2023
sale,WA,house,49 Coffey Rd,Banjup,6164,4,21/2/2023
sale,WA,residential land,Lot 7 North West Coastal Highway,Buller,6532,0,21/2/2023
sale,WA,retirement living,042/2 Hungerford Avenue,Mandurah,6210,3,21/2/2023
sale,WA,house,58 James St,Goomalling,6460,3,21/2/2023
sale,WA,house,16 Balivanich Loop,Seville Grove,6112,4,21/2/2023
sale,WA,townhouse,6/18 Ommanney Street,Bunbury,6230,3,21/2/2023
sale,WA,house,97 Lancefield Crescent,Maddington,6109,4,21/2/2023
sale,WA,house,92 Epsom Avenue,Belmont,6104,3,21/2/2023
sale,WA,house,6A Bird Street,Cottesloe,6011,4,21/2/2023
sale,WA,apartment,W35/24 Pearson Street,Churchlands,6018,2,21/2/2023
sale,WA,house,813 Koorla Drive,Helena Valley,6056,4,21/2/2023
sale,WA,house,478 Comet Way,Hilbert,6112,4,21/2/2023
sale,WA,house,63 Ninth Road,Brookdale,6112,4,21/2/2023
sale,WA,house,32 Strathalbyn Rd,Strathalbyn,6530,4,21/2/2023
sale,WA,house,33 Narrak Lane,Caversham,6055,4,21/2/2023
sale,WA,apartment,12/38 Scarborough Beach Road,North Perth,6006,1,21/2/2023
sale,WA,residential land,131 Peninsula Road,Maylands,6051,0,21/2/2023
sale,WA,house,11 Orania Mews,Warnbro,6169,4,21/2/2023
sale,WA,residential land,338 Sydenham Street,Cloverdale,6105,0,21/2/2023
sale,WA,residential land,78 Brazier Road,Yanchep,6035,0,21/2/2023
sale,WA,house,345 Partridge Street,Henley Brook,6055,4,21/2/2023
sale,WA,house,32 Bathurst Street,Mira Mar,6330,4,21/2/2023
sale,WA,unit,4/32 Halley Street,Innaloo,6018,2,21/2/2023
sale,WA,house,Address available on request,Rivervale,6103,4,21/2/2023
sale,WA,house,12 Carr Street,West Perth,6005,3,21/2/2023
sale,WA,house,Lot 2561 Harefield Road,Dayton,6055,4,21/2/2023
sale,WA,house,11 Tenerife Boulevard,Hillarys,6025,4,21/2/2023
sale,WA,house,254 South Terrace,South Fremantle,6162,2,21/2/2023
sale,WA,house,25 Kitson Street,Rockingham,6168,3,21/2/2023
sale,WA,residential land,lot 66 Osborn Road,York,6302,0,21/2/2023
sale,WA,house,22 Gunian Boulevard,Cable Beach,6726,4,21/2/2023
sale,WA,other,Lot 2 Walyer Walyer Road,Yathroo,6507,0,21/2/2023
sale,WA,residential land,49 Mitchell Avenue,Northam,6401,0,21/2/2023
sale,WA,house,30 Wadhurst Street,Balga,6061,3,21/2/2023
